,Country,Year,Total,Temperature,Coal,Oil,Gas,Cement
71,BELARUS,2004.0,0.0015144692911036493,1.0,0.00018118119097446794,0.0011456013729627575,0.00475367035025043,0.000533239442394424
72,BELARUS,2005.0,0.001542968234325074,0.0847457627118644,0.00018071571529950004,0.0011523689955914482,0.004835084499331564,0.0006011992619926199
73,BELARUS,2006.0,0.0016085904468159462,0.11864406779661017,0.00017600401983251508,0.0013130322871266465,0.004892993406512175,0.0006443862238622386
74,BELARUS,2007.0,0.0015674516397318479,0.6440677966101694,0.00016942098724575483,0.0011564289696833032,0.004951634576439956,0.0006629782697826979
75,BELARUS,2008.0,0.0016380620585914217,0.23728813559322035,0.00015844616575423778,0.0013106796311365123,0.005051912467694196,0.0007413468634686346
76,BELARUS,2009.0,0.0015771495769794923,0.1864406779661017,0.00016172887880369361,0.0016812617136021584,0.004160812646618256,0.0007682312423124231
77,BELARUS,2010.0,0.0016275096551983663,0.1864406779661017,0.00017657420428049883,0.0011822842871719304,0.005171941708180076,0.0008077777777777778
78,BELARUS,2011.0,0.001596832287162276,0.2711864406779661,0.00018152581305926071,0.001270931888532355,0.0048875937533190295,0.0008061176711767117
79,BELARUS,2012.0,0.0016302103766245133,0.4576271186440678,0.0003163419460543742,0.0012440366259679609,0.004814169898421564,0.0008975407954079541
80,BELARUS,2013.0,0.0016728282914668245,1.0,0.00030528885874140234,0.0013749396820008117,0.004825049753710041,0.0009717945879458795
81,BELARUS,2014.0,0.0016599729232812121,0.23728813559322035,0.00029176023279735676,0.0013489622801288255,0.004785032379144466,0.001087840508405084
82,BELARUS,2015.0,0.0015291773060760086,0.847457627118644,0.0002558725631981171,0.0012512855381265362,0.0044402077593231355,0.0009304460844608446
83,BELARUS,2016.0,0.001511258759425866,0.864406779661017,0.00022913076642060924,0.0012622378115995636,0.004430830481039608,0.0009044915949159492
84,BELARUS,2017.0,0.0015416737520949349,0.847457627118644,0.00024179733885584698,0.001264775092878135,0.004530751263443398,0.0009131480114801147
85,BELARUS,2018.0,0.0016180493633134714,0.9491525423728814,0.0002471503755575543,0.001332285083495067,0.004805535997587617,0.0008869721197211972
86,BELARUS,2019.0,0.0016165705522074366,0.9152542372881356,0.00025624043913478526,0.0013208365333581662,0.004789508335186538,0.0009331914719147191
87,BELARUS,2020.0,0.0015235983573479073,0.23728813559322035,0.00023483493628563445,0.0013097919877466876,0.004397855251161318,0.0009439909799097992
88,HUNGARY,1991.0,0.0018219820938495815,0.13559322033898305,0.001650597273265315,0.0016059824737368594,0.0026753080860955434,0.00045169987699877
89,HUNGARY,1992.0,0.0016177932715789422,0.7796610169491526,0.0013554457651500328,0.0016180186005376644,0.00229830993334287,0.0003521049610496105
90,HUNGARY,1993.0,0.0016529718779497839,0.23728813559322035,0.0013495462629292544,0.0015985354883750237,0.0024988906912414765,0.00041892906929069293
91,HUNGARY,1994.0,0.001609749251127339,0.3220338983050847,0.0012251851281768788,0.0015735991657402954,0.0025383745600912585,0.00048415662156621567
92,HUNGARY,1995.0,0.001599090214760576,0.6440677966101694,0.001205640730752678,0.0014603869226680701,0.0027342819125284667,0.0004861992619926199
93,HUNGARY,1996.0,0.001643142200166843,0.3050847457627119,0.001237898274755444,0.001355107005064319,0.003076630961219544,0.0004553107831078311
94,HUNGARY,1997.0,0.0016053534861259645,0.8305084745762712,0.0012008843878900924,0.0013733481293827143,0.002933697849614255,0.00048129110291102916
95,HUNGARY,1998.0,0.001592950917037103,0.1694915254237288,0.0011254595891782944,0.0014229220851223463,0.0029375245762742388,0.0005009015990159902
96,HUNGARY,1999.0,0.0016064371834996292,0.559322033898305,0.001150624110402885,0.001411389769058177,0.0029760502270148675,0.0005020254202542026
97,HUNGARY,2000.0,0.0015174795016563184,0.6949152542372882,0.001078351470972157,0.0012742381313018652,0.002903652193769462,0.000554759327593276
98,HUNGARY,2001.0,0.0015607114595381723,0.711864406779661,0.0010402257842288562,0.001256176690568268,0.0032228753388152923,0.0005562086920869209
99,HUNGARY,2002.0,0.0015347272907642107,0.288135593220339,0.0010222136163245113,0.001179688353541964,0.0032486796242195163,0.0005845768757687577
100,HUNGARY,2003.0,0.00160892997871756,0.576271186440678,0.0010576629840356889,0.0011604178966588966,0.0035601903426419903,0.0005788581385813858
101,HUNGARY,2004.0,0.0015650625918709868,0.3389830508474576,0.0010121471567268224,0.0011235855971790441,0.0035064197660725246,0.0005286178761787618
102,HUNGARY,2005.0,0.0015690193386176856,0.3050847457627119,0.000887315164693759,0.0011884928491970636,0.0036645139855743408,0.000491570315703157
103,HUNGARY,2006.0,0.0015516770253386136,0.15254237288135594,0.000888593727909443,0.00125019836332582,0.00346669595041184,0.0005313054530545306
104,HUNGARY,2007.0,0.0015225634997100505,0.5932203389830508,0.000885553718633989,0.0012798855264235288,0.0032828955164094387,0.0005445248052480525
105,HUNGARY,2008.0,0.08062547018252186,0.3728813559322034,0.0008518127782003056,0.0994307237536166,0.205164326227914,0.7224272242722427
106,HUNGARY,2009.0,0.0013313681237295716,0.5254237288135594,0.0007272587029169411,0.0012501985253488904,0.0027935750578236378,0.0003988138581385814
107,HUNGARY,2010.0,0.0013476752827186092,0.8983050847457628,0.0007593470917572079,0.0011535853837906101,0.0029967252733975797,0.0003014969249692497
108,HUNGARY,2011.0,0.0012970447655871553,0.9830508474576272,0.0007781304902688934,0.0010771650154422345,0.002860450783865747,0.00023108651086510866
109,HUNGARY,2012.0,0.0012044394485663508,0.7966101694915254,0.0007449757462211995,0.0010217548266926774,0.0025592299261754615,0.0002781553915539156
110,HUNGARY,2013.0,0.0011195988674559975,0.8813559322033898,0.000659285302060506,0.0009814255832897461,0.002404035074868821,0.00021151332513325136
111,HUNGARY,2014.0,0.0011227889840702762,0.3559322033898305,0.0006605471225028397,0.001090287344905335,0.002238659809958454,0.00023194341943419435
112,HUNGARY,2015.0,0.0012016344404155385,0.559322033898305,0.0006826078524582612,0.0011989037225811796,0.002383746950891265,0.0002770369003690037
113,HUNGARY,2016.0,0.001214029539263197,0.7457627118644068,0.0006329275924764023,0.09521024576766303,0.0025322283911796153,0.0002891463714637146
114,HUNGARY,2017.0,0.0012788114440080503,0.4067796610169492,0.0006514229754227171,0.0012751634450555002,0.0026787735195465223,0.0003210861008610086
115,HUNGARY,2018.0,0.0012774115154129146,0.06779661016949153,0.0006115161765049174,0.001363219662209872,0.0025950926249792856,0.00036153833538335385
116,HUNGARY,2019.0,0.0012712445751001521,0.1016949152542373,0.0005277452381571696,0.0014283393264728599,0.0026111670998917014,0.00041937802378023785
117,HUNGARY,2020.0,0.001218652216212163,0.864406779661017,0.0004782050992427538,0.0012670727420359528,0.002732307810618821,0.00038080647806478066
118,ITALY,1991.0,0.01178512307128303,0.5084745762711864,0.0043666269746757596,0.020408472173862442,0.012390271819943503,0.006433851578515785
119,ITALY,1992.0,0.011791088342051687,0.5423728813559322,0.003841677713228506,0.0994307237536166,0.2706756898586014,0.006735176711767117
120,ITALY,1993.0,0.011583148460867042,0.6101694915254238,0.0034439735292432104,0.020868845902586853,0.01266715095630583,0.00576680155801558
121,ITALY,1994.0,0.011426516488577532,0.3220338983050847,0.003622899760981536,0.020559056577284265,0.012133804376897315,0.005654457974579746
122,ITALY,1995.0,0.012074547399617734,0.9152542372881356,0.0038650578002997586,0.021262831731466664,0.013456986946642947,0.006277225912259123
123,ITALY,1996.0,0.011918218767664152,0.05084745762711865,0.003540001572914459,0.021071704943293124,0.013885519920884533,0.005734949979499795
124,ITALY,1997.0,0.012072606701070956,0.5084745762711864,0.003581310778419073,0.021147007352457458,0.0143737048491674,0.005835429274292743
125,ITALY,1998.0,0.012401400090502501,0.11864406779661017,0.0036292099262264337,0.0213671471257338,0.015502350574663875,0.005960795817958179
126,ITALY,1999.0,0.012522190762424478,0.4576271186440678,0.003567588215350387,0.02095331063535671,0.016874922043765603,0.006263758917589176
127,ITALY,2000.0,0.012631743090213327,0.576271186440678,0.00370661681683251,0.02056502210470417,0.017628344699865264,0.006503533825338253
128,ITALY,2001.0,0.012633924670328428,0.6610169491525424,0.0039054224343411954,0.02025713938587959,0.017666798693465633,0.00672180565805658
129,ITALY,2002.0,0.012834323814965194,0.4915254237288136,0.003971277077093902,0.02073397903315428,0.017765824415422213,0.006678466174661747
130,ITALY,2003.0,0.0133187478137761,0.13559322033898305,0.004310794210564719,0.020594354275255175,0.01948658368253405,0.006944817548175482
131,ITALY,2004.0,0.01346981367428629,0.288135593220339,0.004781949206995902,0.02001513767772464,0.020223754420766314,0.007137325133251333
132,ITALY,2005.0,0.013488481456463886,0.4067796610169492,0.004718673283537019,0.019254824330178288,0.021661845752977037,0.007135391143911439
133,ITALY,2006.0,0.013342617310985228,0.11864406779661017,0.00468691370416227,0.01909754359427864,0.02125977152396996,0.0071643562935629354
134,ITALY,2007.0,0.013173243911914738,0.3728813559322034,0.004679494994578686,0.018493638002329962,0.021381064571500734,0.007344807708077081
135,ITALY,2008.0,0.012857778349714426,0.1864406779661017,0.004510972536169395,0.017636881070368243,0.021855675702152768,0.006612221812218122
136,ITALY,2009.0,0.011396786870312562,0.03389830508474576,0.0034644851540262724,0.015960072722872268,0.02014170634136406,0.005469734727347274
137,ITALY,2010.0,0.011704846618769109,0.6610169491525424,0.003851844430147566,0.0994307237536166,0.021490191335009696,0.005443220582205822
138,ITALY,2011.0,0.011384970162306357,0.6101694915254238,0.0043316036175309386,0.014963085795832897,0.020006510501011047,0.00515919844198442
139,ITALY,2012.0,0.010830517587429948,0.4067796610169492,0.004432588850905399,0.013848713154468803,0.019315234068935216,0.004129339893398934
140,ITALY,2013.0,0.009913129034029342,0.6440677966101694,0.0038228697320734093,0.012755348181345941,0.018005940300562902,0.0036396814268142685
141,ITALY,2014.0,0.009365957786855566,1.0,0.003693658441776025,0.01264623739027153,0.015899170033892785,0.0034188548585485858
142,ITALY,2015.0,0.009683451667868607,0.0,0.003509339243150343,0.01294572561282003,0.01735936772463453,0.003360455514555146
143,ITALY,2016.0,0.009603068771159635,0.423728813559322,0.00321009645233611,0.012498649684543693,0.01841012645378954,0.0031490360803608035
144,ITALY,2017.0,0.009456167826319776,0.06779661016949153,0.0027769650250187073,0.011912367746993061,0.01945179348713242,0.0031617441574415743
145,ITALY,2018.0,0.009355566465595024,0.6271186440677966,0.0026031988894510997,0.012230006441952206,0.01878667714169921,0.0031802853628536284
146,ITALY,2019.0,0.009092035908025209,0.6101694915254238,0.002020761123199703,0.01185875463712609,0.019190304944581134,0.0032437552275522757
147,ITALY,2020.0,0.008095430031290353,0.06779661016949153,0.0014634637606065232,0.010171107189271587,0.01841127205270525,0.00289429766297663
148,KAZAKHSTAN,1991.0,0.007211169165945591,0.9830508474576272,0.01106456209227868,0.00449785569696934,0.003440445900060277,0.00032966953669536696
149,KAZAKHSTAN,1992.0,0.0065565394968953574,0.6610169491525424,0.010372108957573853,0.003583133391430242,0.0032901551169803936,0.000286669946699467
150,KAZAKHSTAN,1993.0,0.005821596563492782,0.2542372881355932,0.009232864418564269,0.0029623395677989316,0.003070809341618343,0.00014468347683476834
